"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C04283V05060","Education Attainment Level","C02076V02508","Age Group","UNIT","VALUE"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","72.1"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","65.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","74.1"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","75.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","76.3"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","72.5"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","70.2"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","55.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","-","All ages","%","81.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","68.3"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","81.5"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","84.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","83.8"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","86.2"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","86.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","84.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","84.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","78.2"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","57.6"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","-","All ages","%","68"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","4251","25 - 54 years","%","71.2"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","475","40 - 44 years","%","71.4"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","495","45 - 49 years","%","79.1"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","-","All ages","%","78.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","56.2"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","78.8"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","84.5"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","83.9"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","87.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","87.1"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","86.4"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","81.8"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","74.1"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","61"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","61.2"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","65.7"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%","64.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","62.2"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","66.9"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","67.1"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","71.2"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","64.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","52.2"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","76.1"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","55.5"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","75.9"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","83.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","80.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","86.7"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","85.7"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","86.5"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","82.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","75.2"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","67.4"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","-","All ages","%","87"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","65.1"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","84"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","90.6"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","90.7"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","94.1"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","92.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","93.2"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","87.6"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","82"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","65.9"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","-","All ages","%","74.5"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","4251","25 - 54 years","%","80.3"
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","1","Male","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","-","All ages","%","65.2"
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","59.1"
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","68.2"
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","69.4"
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","66.8"
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","70.1"
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","72.5"
"QLF50C01","Employment rate","20203","2020Q3","2","Female","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","69.4"
